ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Is_Weekend,Is_Weekend_lower,Is_Weekend_upper,Usage_7D_Avg,Usage_7D_Avg_lower,Usage_7D_Avg_upper,Usage_Hours,Usage_Hours_lower,Usage_Hours_upper,additive_terms,additive_terms_lower,additive_terms_upper,christmas,christmas_lower,christmas_upper,diwali,diwali_lower,diwali_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,independence_day,independence_day_lower,independence_day_upper,new_year,new_year_lower,new_year_upper,republic_day,republic_day_lower,republic_day_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Service_Type
2022-07-23,142.5160878924919,110.32192199799269,186.753613880601,142.5160878924919,142.5160878924919,-1.2345192258,-1.2345192258,-1.2345192258,-0.05991533518065326,-0.05991533518065326,-0.05991533518065326,0.335409089299029,0.335409089299029,0.335409089299029,6.417497932124136,6.417497932124136,6.417497932124136,0.0,0.0,0.0,0.0,0.0,0.0,-0.9590254716816242,-0.9590254716816242,-0.9590254716816242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182650424477005,0.3182650424477005,0.3182650424477005,7.058258361358059,7.058258361358059,7.058258361358059,0.0,0.0,0.0,148.93358582461605,AI
2022-07-27,142.38837676077367,125.14535804426363,198.33030222452825,142.38837676077367,142.38837676077367,0.0,0.0,0.0,-0.1072182314835557,-0.1072182314835557,-0.1072182314835557,0.9341735938739376,0.9341735938739376,0.9341735938739376,17.78259007888445,17.78259007888445,17.78259007888445,0.0,0.0,0.0,0.0,0.0,0.0,0.8269553623903821,0.8269553623903821,0.8269553623903821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300800064000995,7.300800064000995,7.300800064000995,9.654834652493072,9.654834652493072,9.654834652493072,0.0,0.0,0.0,160.17096683965812,AI
2022-07-29,142.32452119491458,112.12851025687098,181.08473678455573,142.32452119491458,142.32452119491458,0.0,0.0,0.0,-0.1197309887765013,-0.1197309887765013,-0.1197309887765013,0.6474514029004156,0.6474514029004156,0.6474514029004156,3.417956733180675,3.417956733180675,3.417956733180675,0.0,0.0,0.0,0.0,0.0,0.0,0.5277204141239142,0.5277204141239142,0.5277204141239142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.802481045729605,-7.802481045729605,-7.802481045729605,10.692717364786365,10.692717364786365,10.692717364786365,0.0,0.0,0.0,145.74247792809527,AI
2022-07-30,142.29259341198502,116.0964308176573,193.10089914688334,142.29259341198502,142.29259341198502,-1.2345192258,-1.2345192258,-1.2345192258,-0.0864700361330171,-0.0864700361330171,-0.0864700361330171,-0.1831222209575545,-0.1831222209575545,-0.1831222209575545,9.920409045812892,9.920409045812892,9.920409045812892,0.0,0.0,0.0,0.0,0.0,0.0,-1.5041114828905715,-1.5041114828905715,-1.5041114828905715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182650424530568,0.3182650424530568,0.3182650424530568,11.106255486250408,11.106255486250408,11.106255486250408,0.0,0.0,0.0,152.21300245779793,AI
2022-08-02,142.19681006319635,115.089766051837,190.1139624548731,142.19681006319635,142.19681006319635,0.0,0.0,0.0,-0.08555505728560216,-0.08555505728560216,-0.08555505728560216,0.5953256300676588,0.5953256300676588,0.5953256300676588,11.254977285395768,11.254977285395768,11.254977285395768,0.0,0.0,0.0,0.0,0.0,0.0,0.5097705727820566,0.5097705727820566,0.5097705727820566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0755366988044122,-1.0755366988044122,-1.0755366988044122,11.820743411418123,11.820743411418123,11.820743411418123,0.0,0.0,0.0,153.45178734859212,AI
2022-08-03,142.1648822802668,122.24200703976773,199.19247780358555,142.1648822802668,142.1648822802668,0.0,0.0,0.0,-0.07473007585035044,-0.07473007585035044,-0.07473007585035044,0.6701547395303961,0.6701547395303961,0.6701547395303961,19.761927119768405,19.761927119768405,19.761927119768405,0.0,0.0,0.0,0.0,0.0,0.0,0.5954246636800457,0.5954246636800457,0.5954246636800457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300800064027355,7.300800064027355,7.300800064027355,11.865702392061001,11.865702392061001,11.865702392061001,0.0,0.0,0.0,161.9268094000352,AI
2022-08-05,142.1010267144077,109.03995666941128,184.26612126230464,142.1010267144077,142.1010267144077,0.0,0.0,0.0,-0.07034973389257435,-0.07034973389257435,-0.07034973389257435,0.5740487368479992,0.5740487368479992,0.5740487368479992,4.359755894258875,4.359755894258875,4.359755894258875,0.0,0.0,0.0,0.0,0.0,0.0,0.5036990029554248,0.5036990029554248,0.5036990029554248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.802481045782605,-7.802481045782605,-7.802481045782605,11.658537937086054,11.658537937086054,11.658537937086054,0.0,0.0,0.0,146.4607826086666,AI
2022-08-18,141.68596555842663,116.47330624108449,188.7958155636142,141.68596555842663,141.68596555842663,0.0,0.0,0.0,-0.09087819868587009,-0.09087819868587009,-0.09087819868587009,0.9241472861880791,0.9241472861880791,0.9241472861880791,11.007396185693015,11.007396185693015,11.007396185693015,0.0,0.0,0.0,0.0,0.0,0.0,0.8332690875022091,0.8332690875022091,0.8332690875022091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.643153012816767,4.643153012816767,4.643153012816767,5.530974085374041,5.530974085374041,5.530974085374041,0.0,0.0,0.0,152.69336174411964,AI
2022-08-19,141.65403777719732,102.53375744031528,178.41220454369682,141.65403777719732,141.65403777719732,0.0,0.0,0.0,-0.11086412320809012,-0.11086412320809012,-0.11086412320809012,1.5073522160870978,1.5073522160870978,1.5073522160870978,-1.1599757740630507,-1.1599757740630507,-1.1599757740630507,0.0,0.0,0.0,0.0,0.0,0.0,1.3964880928790078,1.3964880928790078,1.3964880928790078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.802481045759506,-7.802481045759506,-7.802481045759506,5.246017178817448,5.246017178817448,5.246017178817448,0.0,0.0,0.0,140.49406200313427,AI
2022-08-26,141.43054330859212,104.7651189352222,177.7359880491324,141.43054330859212,141.43054330859212,0.0,0.0,0.0,-0.1329690474251804,-0.1329690474251804,-0.1329690474251804,1.2814010604602488,1.2814010604602488,1.2814010604602488,-0.80811405504299,-0.80811405504299,-0.80811405504299,0.0,0.0,0.0,0.0,0.0,0.0,1.1484320130350685,1.1484320130350685,1.1484320130350685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.802481045745315,-7.802481045745315,-7.802481045745315,5.845934977667256,5.845934977667256,5.845934977667256,0.0,0.0,0.0,140.62242925354914,AI
2022-08-29,141.33475996490418,116.3166224422415,189.72795142227008,141.33475996490418,141.33475996490418,0.0,0.0,0.0,-0.17620829519614617,-0.17620829519614617,-0.17620829519614617,1.0569411263917898,1.0569411263917898,1.0569411263917898,9.955050949276396,9.955050949276396,9.955050949276396,0.0,0.0,0.0,0.0,0.0,0.0,0.8807328311956436,0.8807328311956436,0.8807328311956436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8488337943756823,1.8488337943756823,1.8488337943756823,7.22548432370507,7.22548432370507,7.22548432370507,0.0,0.0,0.0,151.28981091418058,AI
2022-08-30,141.30283218367487,110.96039024070093,187.88468165318304,141.30283218367487,141.30283218367487,0.0,0.0,0.0,-0.1920541471546899,-0.1920541471546899,-0.1920541471546899,1.0497706362665948,1.0497706362665948,1.0497706362665948,7.527807016103132,7.527807016103132,7.527807016103132,0.0,0.0,0.0,0.0,0.0,0.0,0.8577164891119048,0.8577164891119048,0.8577164891119048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0755366988140285,-1.0755366988140285,-1.0755366988140285,7.745627225805256,7.745627225805256,7.745627225805256,0.0,0.0,0.0,148.830639199778,AI
2022-08-31,141.27090440244555,119.16812292907849,196.86985569587256,141.27090440244555,141.27090440244555,0.0,0.0,0.0,-0.20519740025303826,-0.20519740025303826,-0.20519740025303826,1.0470916029681923,1.0470916029681923,1.0470916029681923,16.410264192313605,16.410264192313605,16.410264192313605,0.0,0.0,0.0,0.0,0.0,0.0,0.8418942027151541,0.8418942027151541,0.8418942027151541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300800064036501,7.300800064036501,7.300800064036501,8.267569925561952,8.267569925561952,8.267569925561952,0.0,0.0,0.0,157.68116859475916,AI
2022-09-03,141.17512105875764,112.4079085035559,186.55470183446948,141.17512105875764,141.17512105875764,-1.2345192258,-1.2345192258,-1.2345192258,-0.1835785830837018,-0.1835785830837018,-0.1835785830837018,-0.04595980092176044,-0.04595980092176044,-0.04595980092176044,8.523726716748051,8.523726716748051,8.523726716748051,0.0,0.0,0.0,0.0,0.0,0.0,-1.464057609805462,-1.464057609805462,-1.464057609805462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182650424529049,0.3182650424529049,0.3182650424529049,9.669519284100607,9.669519284100607,9.669519284100607,0.0,0.0,0.0,149.6988477755057,AI
2022-09-06,141.07933771506967,113.36334007493646,190.9611341647874,141.07933771506967,141.07933771506967,0.0,0.0,0.0,-0.1782018489470169,-0.1782018489470169,-0.1782018489470169,0.7699473110483146,0.7699473110483146,0.7699473110483146,10.011992404772206,10.011992404772206,10.011992404772206,0.0,0.0,0.0,0.0,0.0,0.0,0.5917454621012976,0.5917454621012976,0.5917454621012976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0755366988305977,-1.0755366988305977,-1.0755366988305977,10.495783641501504,10.495783641501504,10.495783641501504,0.0,0.0,0.0,151.09133011984187,AI
2022-09-10,140.95162659015242,113.17179473952436,188.84685274693024,140.95162659015242,140.95162659015242,-1.2345192258,-1.2345192258,-1.2345192258,-0.1290281903108647,-0.1290281903108647,-0.1290281903108647,0.09709521872307984,0.09709521872307984,0.09709521872307984,9.264401307588946,9.264401307588946,9.264401307588946,0.0,0.0,0.0,0.0,0.0,0.0,-1.2664521973877847,-1.2664521973877847,-1.2664521973877847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31826504245826326,0.31826504245826326,0.31826504245826326,10.212588462518468,10.212588462518468,10.212588462518468,0.0,0.0,0.0,150.21602789774136,AI
2022-09-12,140.88777102769382,116.6329806803493,191.26731324825846,140.88777102769382,140.88777102769382,0.0,0.0,0.0,-0.12145297189924419,-0.12145297189924419,-0.12145297189924419,1.0641505025834264,1.0641505025834264,1.0641505025834264,12.221885364286774,12.221885364286774,12.221885364286774,0.0,0.0,0.0,0.0,0.0,0.0,0.9426975306841819,0.9426975306841819,0.9426975306841819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8488337943845452,1.8488337943845452,1.8488337943845452,9.430354039218045,9.430354039218045,9.430354039218045,0.0,0.0,0.0,153.1096563919806,AI
2022-09-16,140.76005990277656,104.00308966415791,182.46938476876414,140.76005990277656,140.76005990277656,0.0,0.0,0.0,-0.13721018108225952,-0.13721018108225952,-0.13721018108225952,1.5088439362620065,1.5088439362620065,1.5088439362620065,0.41009353095933265,0.41009353095933265,0.41009353095933265,0.0,0.0,0.0,0.0,0.0,0.0,1.3716337551797468,1.3716337551797468,1.3716337551797468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.802481045747534,-7.802481045747534,-7.802481045747534,6.84094082152712,6.84094082152712,6.84094082152712,0.0,0.0,0.0,141.1701534337359,AI
2022-09-17,140.72813212154725,109.39723654191587,183.7138853283679,140.72813212154725,140.72813212154725,-1.2345192258,-1.2345192258,-1.2345192258,-0.13006468742989621,-0.13006468742989621,-0.13006468742989621,0.8448442040597182,0.8448442040597182,0.8448442040597182,5.851933919395506,5.851933919395506,5.851933919395506,0.0,0.0,0.0,0.0,0.0,0.0,-0.519739709170178,-0.519739709170178,-0.519739709170178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182650424535028,0.3182650424535028,0.3182650424535028,6.05340858611218,6.05340858611218,6.05340858611218,0.0,0.0,0.0,146.58006604094277,AI
2022-09-21,140.60042099663,116.39921395019091,189.94066103137874,140.60042099663,140.60042099663,0.0,0.0,0.0,-0.16767936404029418,-0.16767936404029418,-0.16767936404029418,2.12584722873729,2.12584722873729,2.12584722873729,12.067052165970583,12.067052165970583,12.067052165970583,0.0,0.0,0.0,0.0,0.0,0.0,1.9581678646969956,1.9581678646969956,1.9581678646969956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300800064010648,7.300800064010648,7.300800064010648,2.808084237262941,2.808084237262941,2.808084237262941,0.0,0.0,0.0,152.66747316260057,AI
2022-09-22,140.56849321540068,109.34115157060535,187.4562699166122,140.56849321540068,140.56849321540068,0.0,0.0,0.0,-0.22040504237838845,-0.22040504237838845,-0.22040504237838845,1.4661659769717543,1.4661659769717543,1.4661659769717543,7.938364423417335,7.938364423417335,7.938364423417335,0.0,0.0,0.0,0.0,0.0,0.0,1.2457609345933658,1.2457609345933658,1.2457609345933658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.643153012824117,4.643153012824117,4.643153012824117,2.0494504759998518,2.0494504759998518,2.0494504759998518,0.0,0.0,0.0,148.50685763881802,AI
2022-09-29,140.3449987467955,106.15791395783367,186.12201963807865,140.3449987467955,140.3449987467955,0.0,0.0,0.0,-0.23529735954058442,-0.23529735954058442,-0.23529735954058442,1.1970457834306454,1.1970457834306454,1.1970457834306454,4.077828493728246,4.077828493728246,4.077828493728246,0.0,0.0,0.0,0.0,0.0,0.0,0.9617484238900609,0.9617484238900609,0.9617484238900609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.643153012824753,4.643153012824753,4.643153012824753,-1.5270729429865675,-1.5270729429865675,-1.5270729429865675,0.0,0.0,0.0,144.42282724052376,AI
2022-10-02,140.24921540310754,95.2272620132236,169.92507974466795,140.24921540310754,140.24921540310754,-1.2345192258,-1.2345192258,-1.2345192258,-0.2643363958231376,-0.2643363958231376,-0.2643363958231376,0.9299090717088103,0.9299090717088103,0.9299090717088103,-7.856146598381787,-7.856146598381787,-7.856146598381787,0.0,0.0,0.0,0.0,0.0,0.0,-0.5689465499143274,-0.5689465499143274,-0.5689465499143274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.233034169098371,-5.233034169098371,-5.233034169098371,-2.0541658793690893,-2.0541658793690893,-2.0541658793690893,0.0,0.0,0.0,132.39306880472574,AI
2022-10-04,140.1853598406489,104.20200104219057,175.9888499887085,140.1853598406489,140.1853598406489,0.0,0.0,0.0,-0.2663128907196165,-0.2663128907196165,-0.2663128907196165,1.1208346264684794,1.1208346264684794,1.1208346264684794,-2.4164217645605275,-2.4164217645605275,-2.4164217645605275,0.0,0.0,0.0,0.0,0.0,0.0,0.8545217357488629,0.8545217357488629,0.8545217357488629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0755366988140975,-1.0755366988140975,-1.0755366988140975,-2.1954068014952925,-2.1954068014952925,-2.1954068014952925,0.0,0.0,0.0,137.76893807608838,AI
